customer_id,kyc_type,province,city,account_age,birth_business_age,total_transaction_count,transaction_count_ABM,transaction_count_Card,transaction_count_Cheque,transaction_count_EFT,transaction_count_EMT,debit_transaction_amount,credit_transaction_amount,average_debit_transaction_amount,average_credit_transaction_amount,unique_transaction_cities,unique_transaction_provinces,multi_country_transactions,card_ecommerce_count,card_non_ecommerce_count,card_ecommerce_to_nonecommerce_ratio,card_mcc_diversity_count,card_top_mcc_weight,card_top_mcc,Averagetime_between_transaction_day,std_time_between_transactions,median_time_between_transactions,pct_transactions_top10_busiest_days,economic_role,credit_share,ABM_cash_weight
SYNID0100005686,individual,ON,SCARBOROUGH,33.29,78.66,19.0,3.0,14.0,0.0,1.0,1.0,65780.15,266331.0,3869.420588235294,133165.5,10.0,6.0,1.0,1.0,13.0,0.0769230769230769,10.0,0.2142857142857142,5411,3.7243325617283913,2.915083882081146,3.3948032407407407,21.052631578947366,INDIVIDUAL_RETIRED,0.10526315789473684,1.0
SYNID0100005856,individual,ON,BRAMPTON,33.75,95.1,73.0,0.0,12.0,6.0,46.0,9.0,1817684.0,3704645.0,45442.1,112261.9696969697,9.0,7.0,1.0,2.0,10.0,0.2,9.0,0.1666666666666666,5411,1.271900237911516,1.4266068591009375,0.7368981481481481,24.65753424657534,INDIVIDUAL_RETIRED,0.4520547945205479,0.0
SYNID0100006155,individual,other,other,26.27,66.09,4.0,0.0,0.0,0.0,3.0,1.0,0.0,346039.0,0.0,86509.75,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,25.39576388888889,18.1361392684539,17.38242476851852,25.0,INDIVIDUAL_OTHER,1.0,0.0
SYNID0100006219,individual,ON,MISSISSAUGA,5.09,55.39,79.0,2.0,69.0,0.0,4.0,4.0,322313.0,328637.0,4476.569444444444,46948.142857142855,25.0,9.0,1.0,6.0,63.0,0.0952380952380952,26.0,0.1594202898550724,5411,1.1435079831433912,1.163747664773079,0.8181828703703704,21.518987341772156,INDIVIDUAL_UNEMPLOYED,0.08860759493670886,1.0
SYNID0100006262,individual,ON,GUELPH,1.78,38.77,52.0,0.0,20.0,0.0,21.0,10.0,532255.0,958170.0,12981.829268292682,87106.36363636363,11.0,6.0,1.0,2.0,18.0,0.1111111111111111,13.0,0.2,5814,1.787032498184456,1.6690576511376851,1.0405092592592593,23.07692307692308,INDIVIDUAL_OTHER,0.21153846153846154,0.0
SYNID0100006348,individual,ON,MARKHAM,4.02,43.4,121.0,0.0,0.0,0.0,11.0,110.0,3495179.0,2369691.0,57298.016393442624,39494.85,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,0.7532282021604861,0.9122590639039236,0.5506481481481481,23.1404958677686,INDIVIDUAL_OTHER,0.49586776859504134,0.0
SYNID0100006667,individual,other,other,6.84,45.02,43.0,2.0,2.0,0.0,31.0,8.0,380777.0,2635289.0,18132.23809523809,119785.86363636365,2.0,2.0,1.0,0.0,2.0,0.0,2.0,0.5,5812,2.103590994268067,2.382838705688461,1.0000578703703704,23.25581395348837,INDIVIDUAL_22220,0.5116279069767442,1.0
SYNID0100006800,individual,AB,other,12.53,54.97,300.0,2.0,259.0,2.0,30.0,7.0,1787811.0,1727459.0,6407.924731182796,82259.95238095238,58.0,12.0,1.0,49.0,210.0,0.2333333333333333,52.0,0.1776061776061776,5814,0.3069358122754861,0.3509590101070717,0.1698726851851852,22.0,INDIVIDUAL_UNEMPLOYED,0.07,1.0
SYNID0100006895,individual,other,other,4.89,21.72,133.0,2.0,8.0,0.0,18.0,105.0,2288402.0,3292001.0,28251.87654320988,63307.71153846154,6.0,5.0,1.0,0.0,8.0,0.0,6.0,0.375,5411,0.6839023042929282,0.6997704958270486,0.4572800925925926,23.308270676691727,INDIVIDUAL_UNEMPLOYED,0.39097744360902253,1.0
SYNID0100006941,individual,other,other,4.82,52.34,242.0,0.0,214.0,4.0,12.0,12.0,1952596.0,1061000.0,8601.74449339207,70733.33333333333,52.0,16.0,1.0,21.0,193.0,0.1088082901554404,35.0,0.2009345794392523,5814,0.3736407906869444,0.4192694392975926,0.2038194444444444,25.206611570247933,INDIVIDUAL_OTHER,0.06198347107438017,0.0
SYNID0100007436,individual,ON,BARRIE,2.85,21.54,61.0,0.0,9.0,0.0,47.0,5.0,1306935.0,1829440.0,34393.02631578947,79540.86956521739,7.0,5.0,1.0,0.0,9.0,0.0,7.0,0.2222222222222222,5310,1.5126651234567825,2.0449858237442013,0.5211342592592593,26.229508196721312,INDIVIDUAL_STUDENT,0.3770491803278688,0.0
SYNID0100007570,individual,other,other,4.91,36.23,190.0,0.0,166.0,3.0,15.0,6.0,1538520.0,1240298.0,8893.179190751445,72958.70588235294,40.0,14.0,1.0,28.0,138.0,0.2028985507246377,35.0,0.144578313253012,5814,0.4833553791887037,0.5268970244256018,0.2757118055555556,20.526315789473685,INDIVIDUAL_OTHER,0.08947368421052632,0.0
SYNID0100007620,individual,ON,BRAMPTON,19.52,42.39,97.0,2.0,25.0,8.0,29.0,33.0,1387805.0,6768757.0,23130.08333333333,182939.3783783784,7.0,8.0,1.0,3.0,22.0,0.1363636363636363,14.0,0.2,5814,0.9479079861111112,1.0471863058282291,0.6456712962962963,24.742268041237114,INDIVIDUAL_UNEMPLOYED,0.38144329896907214,0.5
SYNID0100007638,individual,ON,THUNDER BAY,2.93,29.54,7.0,0.0,1.0,0.0,5.0,1.0,188746.0,275928.0,62915.333333333336,68982.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5411,9.567318672839503,7.137054310246818,6.201076388888889,14.285714285714285,INDIVIDUAL_UNEMPLOYED,0.5714285714285714,0.0
SYNID0100008358,individual,ON,TORONTO,7.62,18.16,64.0,0.0,30.0,0.0,3.0,31.0,847911.0,422905.0,16958.22,30207.5,12.0,8.0,1.0,6.0,24.0,0.25,17.0,0.1666666666666666,5310,1.4291065917107524,1.6773857060106252,0.8134953703703703,21.875,INDIVIDUAL_STUDENT,0.21875,0.0
SYNID0100008611,individual,ON,MARKHAM,13.05,27.86,207.0,0.0,190.0,0.0,14.0,3.0,1693011.0,975649.0,8772.077720207253,69689.21428571429,51.0,12.0,1.0,31.0,159.0,0.1949685534591195,43.0,0.1736842105263158,5814,0.4375970311938078,0.5227973000626157,0.2197106481481481,21.73913043478261,INDIVIDUAL_60010,0.06763285024154589,0.0
SYNID0100008961,individual,QC,GATINEAU,2.21,21.96,66.0,0.0,18.0,0.0,16.0,31.0,886424.0,2794985.0,21620.09756097561,111799.4,12.0,8.0,1.0,2.0,16.0,0.125,10.0,0.1666666666666666,4121,1.399987179487176,1.2636930634214698,1.1296006944444446,24.24242424242424,INDIVIDUAL_STUDENT,0.3787878787878788,0.0
SYNID0100009174,individual,NS,HALIFAX,3.51,55.06,127.0,0.0,120.0,3.0,1.0,3.0,707623.0,63236.0,5706.637096774193,21078.666666666668,35.0,12.0,1.0,24.0,96.0,0.25,33.0,0.1916666666666666,5814,0.718763686801875,0.8086072844218518,0.4500578703703703,23.62204724409449,INDIVIDUAL_OTHER,0.023622047244094488,0.0
SYNID0100009213,individual,other,other,13.05,42.39,7.0,0.0,0.0,0.0,7.0,0.0,185533.0,59088.0,46383.25,19696.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,11.676300154320984,9.512373612771585,7.2928125,28.57142857142857,INDIVIDUAL_RETIRED,0.42857142857142855,0.0
SYNID0100009417,individual,other,other,13.05,42.39,24.0,0.0,1.0,1.0,4.0,18.0,581929.0,717836.0,41566.357142857145,71783.6,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5310,3.755091586151365,3.3857108088045487,1.9492129629629629,20.833333333333336,INDIVIDUAL_73300,0.4166666666666667,0.0
SYNID0100009470,individual,BC,VANCOUVER,8.0,15.69,10.0,0.0,10.0,0.0,0.0,0.0,38063.0,0.0,3806.3,0.0,6.0,4.0,1.0,3.0,7.0,0.4285714285714285,7.0,0.3,5814,4.453527520576123,2.71271639122919,3.1804166666666664,10.0,INDIVIDUAL_STUDENT,0.0,0.0
SYNID0100009541,individual,other,other,11.44,42.39,106.0,0.0,68.0,0.0,34.0,4.0,999092.0,2347200.0,11483.816091954022,123536.84210526316,25.0,11.0,1.0,9.0,59.0,0.1525423728813559,26.0,0.2058823529411764,5814,0.8664358465608448,0.9294395941753936,0.5905497685185185,20.75471698113208,INDIVIDUAL_SELF_EMPLOYED,0.1792452830188679,0.0
SYNID0100009578,individual,BC,SURREY,2.92,62.26,147.0,15.0,114.0,4.0,7.0,7.0,1267573.23,354038.28,9389.431333333334,29503.19,32.0,12.0,1.0,11.0,103.0,0.1067961165048543,35.0,0.1842105263157894,5814,0.6233621892440278,0.5897620654119792,0.4424768518518518,21.08843537414966,INDIVIDUAL_41101,0.08163265306122448,0.8
SYNID0100009762,individual,ON,MARKHAM,21.51,71.75,61.0,1.0,26.0,0.0,20.0,14.0,563215.0,1983598.0,13736.951219512195,99179.9,15.0,7.0,1.0,6.0,20.0,0.3,14.0,0.1923076923076923,5814,1.5231811342592594,1.5190038267717938,1.1976041666666666,21.311475409836063,INDIVIDUAL_RETIRED,0.32786885245901637,1.0
SYNID0100009956,individual,BC,VANCOUVER,13.05,86.93,98.0,0.0,91.0,2.0,5.0,0.0,839750.0,945929.0,9228.021978021978,135132.7142857143,33.0,10.0,1.0,10.0,81.0,0.1234567901234567,26.0,0.2087912087912088,5814,0.9396138793432524,0.91263990405147,0.7903530092592592,25.51020408163265,INDIVIDUAL_RETIRED,0.07142857142857142,0.0
SYNID0100010089,individual,ON,OSHAWA,6.64,26.18,27.0,0.0,0.0,0.0,15.0,12.0,683887.0,736925.0,42742.9375,66993.18181818182,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,3.390648593304838,2.677566904803912,2.900416666666666,14.814814814814811,INDIVIDUAL_STUDENT,0.4074074074074074,0.0
SYNID0100010329,individual,ON,AURORA,13.37,46.25,55.0,0.0,5.0,0.0,27.0,23.0,694415.0,1915053.0,20423.970588235294,91193.0,4.0,3.0,1.0,0.0,5.0,0.0,3.0,0.4,5542,1.671749614197523,1.8206254054195368,1.0552777777777778,21.818181818181817,INDIVIDUAL_10019,0.38181818181818183,0.0
SYNID0100010571,individual,other,other,19.13,52.73,170.0,0.0,143.0,3.0,16.0,8.0,1144587.0,997494.0,7384.432258064516,66499.6,35.0,11.0,1.0,28.0,115.0,0.2434782608695652,40.0,0.1538461538461538,5814,0.5388640285995949,0.5410392992036342,0.3731944444444444,22.35294117647059,INDIVIDUAL_10019,0.08823529411764706,0.0
SYNID0100010698,individual,ON,BRAMPTON,28.48,63.43,281.0,12.0,93.0,0.0,129.0,47.0,2683067.39,5689471.0,14347.953957219252,60526.28723404255,30.0,13.0,1.0,20.0,73.0,0.273972602739726,29.0,0.1612903225806451,5814,0.3245968088624305,0.4183755313666203,0.1874189814814814,22.77580071174377,INDIVIDUAL_RETIRED,0.33451957295373663,1.0
SYNID0100011209,individual,other,other,14.17,23.7,120.0,11.0,56.0,1.0,7.0,45.0,535384.79,1030122.0,6298.644588235295,29432.057142857146,25.0,9.0,1.0,11.0,45.0,0.2444444444444444,24.0,0.2142857142857142,5814,0.7667189931528124,0.7627605986953241,0.5912094907407407,25.833333333333336,INDIVIDUAL_SELF_EMPLOYED,0.2916666666666667,0.9090909090909091
SYNID0100011315,individual,other,other,4.39,19.24,307.0,9.0,272.0,4.0,13.0,9.0,2297992.89,522595.26,7896.882783505155,32662.20375,60.0,13.0,1.0,46.0,226.0,0.2035398230088495,44.0,0.1470588235294117,5814,0.2978969983054861,0.3687255319176504,0.1455787037037037,22.149837133550488,INDIVIDUAL_STUDENT,0.05211726384364821,1.0
SYNID0100011481,individual,AB,EDMONTON,20.23,42.28,118.0,1.0,88.0,0.0,3.0,26.0,1148941.0,1262709.0,11047.509615384615,90193.5,24.0,13.0,1.0,9.0,79.0,0.1139240506329113,33.0,0.1363636363636363,5814,0.7798304447609954,0.806820733091088,0.5379398148148148,23.728813559322035,INDIVIDUAL_OTHER,0.11864406779661017,0.0
SYNID0100011849,individual,BC,SURREY,15.38,35.45,24.0,2.0,4.0,0.0,11.0,7.0,178826.0,1377908.0,14902.166666666666,114825.66666666669,3.0,4.0,1.0,1.0,3.0,0.3333333333333333,4.0,0.25,5411,3.7207477858293054,4.315691582231273,1.829224537037037,25.0,INDIVIDUAL_OTHER,0.5,1.0
SYNID0100012045,individual,AB,EDMONTON,25.02,62.12,68.0,1.0,46.0,0.0,21.0,0.0,197238.01,1415963.0,3793.038653846154,88497.6875,19.0,9.0,1.0,4.0,42.0,0.0952380952380952,20.0,0.217391304347826,5814,1.3150718629076736,1.5951179788730092,0.7382638888888889,27.94117647058824,INDIVIDUAL_65100,0.23529411764705882,1.0
SYNID0100012111,individual,NB,FREDERICTON,1.45,35.71,146.0,7.0,102.0,1.0,34.0,2.0,776757.39,2090785.0,6264.1725,95035.68181818182,34.0,11.0,1.0,16.0,86.0,0.1860465116279069,26.0,0.2549019607843137,5814,0.6281668263090625,0.6023867013507639,0.4744791666666667,23.28767123287671,INDIVIDUAL_11100,0.1506849315068493,0.8571428571428571
SYNID0100012205,individual,BC,VANCOUVER,13.05,45.4,91.0,1.0,65.0,0.0,19.0,6.0,771092.0,635051.0,10014.181818181818,45360.78571428572,23.0,10.0,1.0,10.0,55.0,0.1818181818181818,28.0,0.1384615384615384,5814,0.9951610082304514,1.1264282201391436,0.6619328703703704,23.07692307692308,INDIVIDUAL_95109,0.15384615384615385,1.0
SYNID0100012410,individual,BC,VANCOUVER,25.36,57.61,86.0,1.0,21.0,3.0,7.0,54.0,1240577.0,1816805.0,23407.11320754717,55054.69696969697,10.0,5.0,1.0,1.0,20.0,0.05,11.0,0.238095238095238,5814,1.0786120642701504,1.2387517072575116,0.6349421296296296,24.418604651162788,INDIVIDUAL_OTHER,0.38372093023255816,1.0
SYNID0100012464,individual,other,other,18.67,30.72,30.0,2.0,7.0,1.0,6.0,14.0,321983.0,523180.0,14635.59090909091,65397.5,6.0,4.0,1.0,0.0,7.0,0.0,4.0,0.4285714285714285,5411,3.048237148786713,3.0327540994429283,2.058258101851852,20.0,INDIVIDUAL_SELF_EMPLOYED,0.26666666666666666,1.0
SYNID0100012512,individual,other,other,28.29,76.11,143.0,12.0,95.0,0.0,21.0,15.0,1057691.29,1012606.0,8669.600737704919,48219.333333333336,32.0,12.0,1.0,14.0,81.0,0.1728395061728395,24.0,0.1789473684210526,5411,0.6419321368022917,0.634031139779676,0.4409606481481481,25.174825174825177,INDIVIDUAL_RETIRED,0.14685314685314685,0.9166666666666666
SYNID0100012539,individual,BC,VANCOUVER,26.33,68.52,7.0,0.0,0.0,1.0,1.0,5.0,38915.0,336708.0,9728.75,112236.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,12.949502314814817,8.169063656571007,7.994733796296296,14.285714285714285,INDIVIDUAL_20012,0.42857142857142855,0.0
SYNID0100013163,individual,AB,CALGARY,3.26,27.2,192.0,0.0,157.0,3.0,17.0,15.0,1293156.0,1828951.0,7518.3488372093025,91447.55,37.0,10.0,1.0,18.0,139.0,0.1294964028776978,35.0,0.2101910828025477,5814,0.4779454503587268,0.5433344789062153,0.2775925925925926,22.395833333333336,INDIVIDUAL_10019,0.10416666666666667,0.0
SYNID0100013722,individual,other,other,28.54,64.54,106.0,0.0,76.0,4.0,26.0,0.0,542271.0,2365359.0,6694.703703703704,94614.36,25.0,12.0,1.0,19.0,57.0,0.3333333333333333,26.0,0.1842105263157894,5814,0.8726143077601389,0.975134368161493,0.6241319444444444,22.641509433962263,INDIVIDUAL_OTHER,0.2358490566037736,0.0
SYNID0100013886,individual,ON,BRAMPTON,1.5,20.44,366.0,0.0,351.0,0.0,0.0,15.0,2893685.0,684984.0,8038.013888888889,114164.0,65.0,13.0,1.0,30.0,321.0,0.0934579439252336,50.0,0.1709401709401709,5814,0.2493435755961342,0.3007975552573958,0.1223090277777777,18.5792349726776,INDIVIDUAL_STUDENT,0.01639344262295082,0.0
SYNID0100014085,individual,other,other,21.69,53.07,69.0,5.0,35.0,3.0,22.0,4.0,707385.02,1134264.0,13099.722592592592,75617.6,15.0,7.0,1.0,5.0,30.0,0.1666666666666666,16.0,0.2,5814,1.3451281658496643,1.3168191664245834,0.8313194444444445,21.73913043478261,INDIVIDUAL_62024,0.21739130434782608,1.0
SYNID0100014233,individual,MB,WINNIPEG,20.94,49.98,148.0,4.0,115.0,4.0,13.0,12.0,1417141.39,1025222.0,10817.873206106871,60307.17647058824,33.0,11.0,1.0,14.0,101.0,0.1386138613861386,37.0,0.1826086956521739,5814,0.6063868417737385,0.6657500514546181,0.4704224537037037,25.675675675675677,INDIVIDUAL_OTHER,0.11486486486486487,1.0
SYNID0100014489,individual,ON,other,7.43,22.63,48.0,1.0,21.0,0.0,24.0,2.0,233754.45,1277191.0,7540.466129032258,75128.88235294117,13.0,5.0,1.0,3.0,18.0,0.1666666666666666,14.0,0.1904761904761904,5814,1.893185825453102,1.957709242848854,1.270462962962963,22.916666666666664,INDIVIDUAL_STUDENT,0.3541666666666667,1.0
SYNID0100014795,individual,BC,DELTA,3.59,25.68,12.0,0.0,0.0,0.0,0.0,12.0,188626.0,295763.0,23578.25,73940.75,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,N/A,5.843661616161609,4.050722396316528,4.417887731481481,16.666666666666664,INDIVIDUAL_OTHER,0.3333333333333333,0.0
