customer_id,final_label
SYNID0100060883,3
SYNID0100060969,2
SYNID0100061097,2
SYNID0100062156,3
SYNID0100062402,3
SYNID0100062584,2
SYNID0100063099,6
SYNID0100063274,5
SYNID0100063316,4
SYNID0100063360,2
SYNID0100063472,0
SYNID0100063874,2
SYNID0100063994,3
SYNID0100064304,0
SYNID0100064470,5
SYNID0100064485,2
SYNID0100064835,0
SYNID0100064958,2
SYNID0100065426,4
SYNID0100065920,3
SYNID0100066045,2
SYNID0100067005,0
SYNID0100067029,5
SYNID0100067162,3
SYNID0100067177,0
SYNID0100067217,0
SYNID0100067250,6
SYNID0100067364,4
SYNID0100067531,0
SYNID0100067628,0
SYNID0100067668,3
SYNID0100067868,3
SYNID0100067899,2
SYNID0100067923,0
SYNID0100068308,2
SYNID0100068500,5
SYNID0100068537,5
SYNID0100068610,5
SYNID0100068662,2
SYNID0100068749,3
SYNID0100068783,4
SYNID0100068792,3
SYNID0100068815,0
SYNID0100068827,3
SYNID0100069423,2
SYNID0100069524,2
SYNID0100069632,0
SYNID0100069844,0
SYNID0100069957,0
SYNID0100069965,2
SYNID0100070134,0
SYNID0100070399,5
SYNID0100070470,0
SYNID0100070564,2
SYNID0100070637,3
SYNID0100070688,2
SYNID0100071116,0
SYNID0100071235,2
SYNID0100071380,2
SYNID0100071621,2
SYNID0100071649,2
SYNID0100072177,3
SYNID0100072346,5
SYNID0100072688,0
SYNID0100073103,3
SYNID0100073359,2
SYNID0100073582,3
SYNID0100073852,3
SYNID0100074035,5
SYNID0100074225,5
SYNID0100074354,0
SYNID0100074987,5
SYNID0100075150,0
SYNID0100075153,2
SYNID0100075323,2
SYNID0100075482,2
SYNID0100075839,0
SYNID0100076028,4
SYNID0100076341,0
SYNID0100076516,0
SYNID0100076652,3
SYNID0100076913,5
SYNID0100077134,0
SYNID0100077243,3
SYNID0100077523,3
SYNID0100077995,0
SYNID0100078139,2
SYNID0100078203,0
SYNID0100078242,3
SYNID0100078265,2
SYNID0100078395,2
SYNID0100078409,2
SYNID0100078509,2
SYNID0100078564,3
SYNID0100078622,2
SYNID0100078650,7
SYNID0100079311,2
SYNID0100079374,5
SYNID0100079439,2
SYNID0100079518,4
SYNID0100079658,2
SYNID0100080063,3
SYNID0100080298,3
SYNID0100080577,3
SYNID0100080937,3
SYNID0100081225,3
SYNID0100081265,2
SYNID0100081360,3
SYNID0100082216,3
SYNID0100082291,5
SYNID0100082343,2
SYNID0100082513,5
SYNID0100082541,3
SYNID0100083124,6
SYNID0100083243,6
SYNID0100083294,2
SYNID0100083585,3
SYNID0100083736,0
SYNID0100084083,2
SYNID0100084135,2
SYNID0100084277,2
SYNID0100084306,0
SYNID0100084308,2
SYNID0100084693,3
SYNID0100085002,4
SYNID0100085106,3
SYNID0100085416,3
SYNID0100085712,3
SYNID0100085836,2
SYNID0100086014,2
SYNID0100087043,3
SYNID0100087342,3
SYNID0100087425,2
SYNID0100087546,5
SYNID0100087564,2
SYNID0100087809,3
SYNID0100088272,2
SYNID0100088455,3
SYNID0100088505,3
SYNID0100088603,2
SYNID0100088611,3
SYNID0100088987,2
SYNID0100089434,5
SYNID0100089552,0
SYNID0100089992,2
SYNID0100090190,2
SYNID0100090388,2
SYNID0100090759,5
SYNID0100090794,3
SYNID0100090868,0
SYNID0100091306,3
SYNID0100091570,2
SYNID0100091865,3
SYNID0100091953,3
SYNID0100092221,0
SYNID0100092236,3
SYNID0100092359,3
SYNID0100092463,0
SYNID0100092493,3
SYNID0100092711,2
SYNID0100092825,3
SYNID0100092948,3
SYNID0100093365,2
SYNID0100093761,0
SYNID0100093807,2
SYNID0100093833,3
SYNID0100094154,2
SYNID0100094869,3
SYNID0100094906,2
SYNID0100095372,3
SYNID0100095455,0
SYNID0100095620,2
SYNID0100095651,3
SYNID0100095747,5
SYNID0100095856,0
SYNID0100095898,0
SYNID0100095907,2
SYNID0100095968,2
SYNID0100096038,0
SYNID0100096061,0
SYNID0100096157,0
SYNID0100096175,2
SYNID0100096360,6
SYNID0100096445,0
SYNID0100096758,0
SYNID0100096912,2
SYNID0100097443,2
SYNID0100097523,0
SYNID0100097584,0
SYNID0100097915,2
SYNID0100098045,3
SYNID0100098417,2
SYNID0100098525,0
SYNID0100099223,3
SYNID0100099312,0
SYNID0100099617,3
SYNID0100099677,2
SYNID0100100208,3
SYNID0100100684,2
SYNID0100100859,5
SYNID0100101009,5
SYNID0100101090,2
SYNID0100101105,3
SYNID0100101157,4
SYNID0100101393,2
SYNID0100101493,0
SYNID0100101898,0
SYNID0100102514,0
SYNID0100102587,2
SYNID0100102835,0
SYNID0100102872,0
SYNID0100103059,2
SYNID0100103070,2
SYNID0100103177,0
SYNID0100103354,2
SYNID0100103920,3
SYNID0100104133,0
SYNID0100104357,3
SYNID0100104595,3
SYNID0100104707,2
SYNID0100104939,5
SYNID0100105089,0
SYNID0100105128,2
SYNID0100105185,3
SYNID0100105208,2
SYNID0100105426,2
SYNID0100105596,3
SYNID0100105755,3
SYNID0100105795,4
SYNID0100105821,3
SYNID0100105949,2
SYNID0100106061,2
SYNID0100106225,5
SYNID0100106314,3
SYNID0100106349,5
SYNID0100106391,2
SYNID0100106397,3
SYNID0100106699,2
SYNID0100106792,0
SYNID0100106797,2
SYNID0100107241,0
SYNID0100107369,2
SYNID0100107610,0
SYNID0100107797,3
SYNID0100108189,0
SYNID0100108469,5
SYNID0100108565,3
SYNID0100108871,3
SYNID0100109970,2
SYNID0100110070,3
SYNID0100110441,0
SYNID0100110561,2
SYNID0100111056,0
SYNID0100111086,3
SYNID0100111105,3
SYNID0100111163,3
SYNID0100111335,2
SYNID0100111442,2
SYNID0100111566,0
SYNID0100111643,3
SYNID0100111818,0
SYNID0100112353,2
SYNID0100112567,5
SYNID0100112575,0
SYNID0100112619,3
SYNID0100112765,0
SYNID0100113093,5
SYNID0100113129,3
SYNID0100113158,3
SYNID0100113374,3
SYNID0100114029,0
SYNID0100114096,3
SYNID0100114164,0
SYNID0100114333,0
SYNID0100114472,3
SYNID0100114659,5
SYNID0100114670,2
SYNID0100114678,3
SYNID0100114824,0
SYNID0100115069,5
SYNID0100115121,0
SYNID0100115216,3
SYNID0100115270,0
SYNID0100115516,3
SYNID0100116610,2
SYNID0100116656,3
SYNID0100116825,5
SYNID0100117059,2
SYNID0100117121,0
SYNID0100117360,4
SYNID0100117463,2
SYNID0100117521,5
SYNID0100117699,2
SYNID0100117701,5
SYNID0100117877,2
SYNID0100117937,0
SYNID0100117963,3
SYNID0100118087,3
SYNID0100118489,0
SYNID0100118572,3
SYNID0100118601,2
SYNID0100118680,2
SYNID0100118822,2
SYNID0100118838,3
SYNID0100119252,0
SYNID0100119747,3
SYNID0100120433,2
SYNID0100121231,0
SYNID0100121515,0
SYNID0100121528,5
SYNID0100121592,2
SYNID0100121722,2
SYNID0100121872,0
SYNID0100122051,0
SYNID0100122241,0
SYNID0100122251,3
SYNID0100122350,3
SYNID0100122425,0
SYNID0100123132,3
SYNID0100123140,0
SYNID0100123156,3
SYNID0100123401,3
SYNID0100123418,5
SYNID0100123444,3
SYNID0100123487,5
SYNID0100123761,2
SYNID0100123808,2
SYNID0100123813,3
SYNID0100123930,0
SYNID0100123973,0
SYNID0100124016,3
SYNID0100124599,3
SYNID0100125047,0
SYNID0100125313,2
SYNID0100125528,3
SYNID0100125637,2
SYNID0100125820,3
SYNID0100126001,2
SYNID0100126093,3
SYNID0100126450,2
SYNID0100126592,2
SYNID0100126737,0
SYNID0100126818,2
SYNID0100126851,3
SYNID0100126889,3
SYNID0100127231,2
SYNID0100127594,0
SYNID0100127925,3
SYNID0100128365,5
SYNID0100128372,2
SYNID0100128464,0
SYNID0100128730,2
SYNID0100129415,3
SYNID0100129825,3
SYNID0100130065,0
SYNID0100130283,3
SYNID0100130324,3
SYNID0100130519,3
SYNID0100130568,2
SYNID0100131070,2
SYNID0100131235,0
SYNID0100131291,2
SYNID0100131414,2
SYNID0100131609,4
SYNID0100131659,2
SYNID0100131791,0
SYNID0100131842,3
SYNID0100132415,2
SYNID0100132792,3
SYNID0100132893,2
SYNID0100133063,2
SYNID0100133162,0
SYNID0100133419,3
SYNID0100133524,3
SYNID0100133600,3
SYNID0100133802,3
SYNID0100134219,2
SYNID0100134302,3
SYNID0100134449,0
SYNID0100134621,0
SYNID0100134751,2
SYNID0100135229,2
SYNID0100135326,3
SYNID0100135647,4
SYNID0100135755,0
SYNID0100135876,3
SYNID0100136442,2
SYNID0100136460,2
SYNID0100136557,0
SYNID0100136920,5
SYNID0100138004,3
SYNID0100138172,2
SYNID0100138198,2
SYNID0100138919,4
SYNID0100138989,0
SYNID0100139426,3
SYNID0100139482,0
SYNID0100140047,3
SYNID0100140164,3
SYNID0100140803,2
SYNID0100141224,2
SYNID0100141461,0
SYNID0100141552,0
SYNID0100141593,3
SYNID0100141598,0
SYNID0100141767,3
SYNID0100141793,2
SYNID0100141839,2
SYNID0100141922,5
SYNID0100142447,0
SYNID0100142584,3
SYNID0100142620,3
SYNID0100142650,0
SYNID0100142808,2
SYNID0100142825,2
SYNID0100143521,2
SYNID0100143745,3
SYNID0100143984,3
SYNID0100144263,3
SYNID0100144481,0
SYNID0100144611,3
SYNID0100144727,3
SYNID0100144951,3
SYNID0100144960,2
SYNID0100145551,3
SYNID0100145804,6
SYNID0100146085,2
SYNID0100146332,3
SYNID0100146360,0
SYNID0100146469,3
SYNID0100146758,0
SYNID0100146961,0
SYNID0100147081,0
SYNID0100147182,2
SYNID0100147239,2
SYNID0100147925,0
SYNID0100147986,3
SYNID0100148667,0
SYNID0100148776,2
SYNID0100148816,3
SYNID0100148825,2
SYNID0100148989,2
SYNID0100149027,2
SYNID0100149144,2
SYNID0100149239,5
SYNID0100149546,3
SYNID0100149831,3
SYNID0100150181,0
SYNID0100150806,2
SYNID0100150966,2
SYNID0100151004,3
SYNID0100151069,0
SYNID0100151242,3
SYNID0100151244,0
SYNID0100151331,3
SYNID0100151478,2
SYNID0100151578,2
SYNID0100151586,3
SYNID0100151640,5
SYNID0100151789,2
SYNID0100152153,2
SYNID0100152257,0
SYNID0100152338,5
SYNID0100152427,2
SYNID0100152561,5
SYNID0100152765,2
SYNID0100153234,2
SYNID0100153248,5
SYNID0100154163,2
SYNID0100154234,2
SYNID0100154908,0
SYNID0100155460,0
SYNID0100155914,3
SYNID0100156042,0
SYNID0100156127,2
SYNID0100156631,5
SYNID0100156970,0
SYNID0100157091,2
SYNID0100157243,0
SYNID0100157427,2
SYNID0100157900,2
SYNID0100157929,3
SYNID0100158119,2
SYNID0100158145,2
SYNID0100158413,0
SYNID0100158533,0
SYNID0100158768,2
SYNID0100158884,0
SYNID0100158931,2
SYNID0100159171,0
SYNID0100159264,0
SYNID0100159537,0
SYNID0100159610,0
SYNID0100159776,3
SYNID0100159988,3
SYNID0100160085,3
SYNID0100160162,2
SYNID0100160295,0
SYNID0100160366,3
SYNID0100160453,5
SYNID0100160579,2
SYNID0100160754,3
SYNID0100160809,2
SYNID0100160928,6
SYNID0100160965,2
SYNID0100161305,0
SYNID0100161362,3
SYNID0100161400,5
SYNID0100161591,3
SYNID0100161708,3
SYNID0100161858,5
SYNID0100162039,3
SYNID0100162050,3
SYNID0100162061,3
SYNID0100162197,2
SYNID0100162247,2
SYNID0100162346,3
SYNID0100162463,5
SYNID0100162516,2
SYNID0100162599,0
SYNID0100163113,0
SYNID0100163123,0
SYNID0100163555,3
SYNID0100163832,2
SYNID0100164016,2
SYNID0100164154,2
SYNID0100164346,5
SYNID0100164444,2
SYNID0100164501,3
SYNID0100164550,2
SYNID0100164595,2
SYNID0100164752,5
SYNID0100164861,0
SYNID0100165056,6
SYNID0100165367,2
SYNID0100165492,5
SYNID0100165631,3
SYNID0100165927,3
SYNID0100165942,0
SYNID0100165954,0
SYNID0100166046,3
SYNID0100166204,5
SYNID0100166634,3
SYNID0100166682,3
SYNID0100166751,5
SYNID0100167040,3
SYNID0100167043,3
SYNID0100167199,3
SYNID0100167542,2
SYNID0100168051,3
SYNID0100168394,4
SYNID0100168472,3
SYNID0100168702,3
SYNID0100168765,0
SYNID0100169046,2
SYNID0100169208,0
SYNID0100169580,2
SYNID0100169804,0
SYNID0100169902,3
SYNID0100170207,2
SYNID0100170235,2
SYNID0100170263,2
SYNID0100170332,0
SYNID0100171339,3
SYNID0100172152,0
SYNID0100172210,0
SYNID0100172224,0
SYNID0100172694,2
SYNID0100172855,3
SYNID0100172965,0
SYNID0100173290,2
SYNID0100173326,3
SYNID0100173446,5
SYNID0100173453,4
SYNID0100173624,4
SYNID0100173693,3
SYNID0100173756,3
SYNID0100173858,2
SYNID0100173930,3
SYNID0100174288,3
SYNID0100174422,0
SYNID0100174465,0
SYNID0100174731,3
SYNID0100174805,2
SYNID0100174837,0
SYNID0100175003,0
SYNID0100175307,6
SYNID0100175342,3
SYNID0100175429,6
SYNID0100175562,2
SYNID0100175628,2
SYNID0100176003,3
SYNID0100176108,0
SYNID0100176274,2
SYNID0100176609,3
SYNID0100176828,5
SYNID0100176904,2
SYNID0100177058,3
SYNID0100177722,0
SYNID0100177929,2
SYNID0100177972,3
SYNID0100177995,3
SYNID0100178031,3
SYNID0100178218,2
SYNID0100178409,0
SYNID0100178470,5
SYNID0100178637,2
SYNID0100178933,3
SYNID0100179071,5
SYNID0100179179,4
SYNID0100179299,3
SYNID0100179759,0
SYNID0100180192,2
SYNID0100180248,2
SYNID0100180264,0
SYNID0100180411,2
SYNID0100180417,5
SYNID0100180650,3
SYNID0100180968,3
SYNID0100181225,3
SYNID0100181365,3
SYNID0100181634,3
SYNID0100181664,0
SYNID0100181732,2
SYNID0100181990,0
SYNID0100182141,3
SYNID0100182726,5
SYNID0100182739,3
SYNID0100182743,3
SYNID0100182787,2
SYNID0100183401,5
SYNID0100183424,3
SYNID0100183680,5
SYNID0100183928,3
SYNID0100184160,0
SYNID0100184464,2
SYNID0100184533,0
SYNID0100184617,2
SYNID0100184830,3
SYNID0100184889,0
SYNID0100184914,0
SYNID0100185170,2
SYNID0100185245,2
SYNID0100185392,0
SYNID0100185397,0
SYNID0100185402,0
SYNID0100185464,5
SYNID0100185564,3
SYNID0100185645,2
SYNID0100186033,3
SYNID0100186302,0
SYNID0100186644,3
SYNID0100186647,5
SYNID0100186774,3
SYNID0100187627,2
SYNID0100187818,2
SYNID0100187927,3
SYNID0100188292,3
SYNID0100188433,3
SYNID0100188584,3
SYNID0100188710,2
SYNID0100189102,3
SYNID0100189163,0
SYNID0100189232,2
SYNID0100189354,3
SYNID0100189438,5
SYNID0100189496,3
SYNID0100189793,2
SYNID0100189948,0
SYNID0100190040,4
SYNID0100190186,2
SYNID0100190359,2
SYNID0100190594,2
SYNID0100190607,6
SYNID0100190705,0
SYNID0100190857,5
SYNID0100191176,2
SYNID0100191268,5
SYNID0100191484,3
SYNID0100191540,0
SYNID0100191565,0
SYNID0100191707,2
SYNID0100191819,0
SYNID0100191836,0
SYNID0100191914,0
SYNID0100192023,3
SYNID0100192174,5
SYNID0100192522,0
SYNID0100192675,2
SYNID0100193161,0
SYNID0100193214,3
SYNID0100193348,0
SYNID0100193813,2
SYNID0100193878,3
SYNID0100194172,2
SYNID0100194229,3
SYNID0100194347,2
SYNID0100194520,3
SYNID0100194582,3
SYNID0100194678,3
SYNID0100194945,3
SYNID0100195150,2
SYNID0100195422,0
SYNID0100195459,4
SYNID0100195561,2
SYNID0100195630,0
SYNID0100195652,0
SYNID0100195677,2
SYNID0100195698,3
SYNID0100195898,2
SYNID0100195971,3
SYNID0100196199,3
SYNID0100196866,4
SYNID0100196909,2
SYNID0100197092,2
SYNID0100197186,3
SYNID0100197288,2
SYNID0100197534,3
SYNID0100197555,3
SYNID0100197561,2
SYNID0100197637,3
SYNID0100197689,5
SYNID0100197747,2
SYNID0100197749,2
SYNID0100197952,3
SYNID0100198317,0
SYNID0100198532,5
SYNID0100198631,0
SYNID0100198904,2
SYNID0100199256,3
SYNID0100199352,0
SYNID0100199600,0
SYNID0100199610,0
SYNID0100199643,3
SYNID0100200037,2
SYNID0100200096,3
SYNID0100200307,2
SYNID0100200731,2
SYNID0100200944,3
SYNID0100201238,2
SYNID0100201607,0
SYNID0100201662,3
SYNID0100201793,3
SYNID0100201838,0
SYNID0100201910,2
SYNID0100202109,2
SYNID0100202191,2
SYNID0100202209,3
SYNID0100202296,3
SYNID0100202480,0
SYNID0100202830,2
SYNID0100203065,3
SYNID0100203708,2
SYNID0100203717,3
SYNID0100204046,0
SYNID0100204226,2
SYNID0100204318,3
SYNID0100204513,0
SYNID0100204723,6
SYNID0100204815,0
SYNID0100204874,2
SYNID0100205520,5
SYNID0100205675,3
SYNID0100206180,3
SYNID0100206239,3
SYNID0100206336,2
SYNID0100206551,5
SYNID0100206684,0
SYNID0100206721,2
SYNID0100206836,2
SYNID0100207130,3
SYNID0100207240,2
SYNID0100207283,2
SYNID0100207304,3
SYNID0100207503,2
SYNID0100208210,2
SYNID0100209096,2
SYNID0100209155,5
SYNID0100209266,0
SYNID0100209479,3
SYNID0100209537,0
SYNID0100209538,3
SYNID0100210332,5
SYNID0100210448,2
SYNID0100210511,3
SYNID0100210718,2
SYNID0100210925,2
SYNID0100210958,3
SYNID0100211312,0
SYNID0100211443,3
SYNID0100211538,0
SYNID0100211557,3
SYNID0100211960,0
SYNID0100212124,2
SYNID0100212241,3
SYNID0100212661,2
SYNID0100212831,3
SYNID0100212966,2
SYNID0100213045,0
SYNID0100213159,4
SYNID0100213193,2
SYNID0100213247,0
SYNID0100213528,0
SYNID0100213640,3
SYNID0100213746,3
SYNID0100213834,2
SYNID0100214057,0
SYNID0100214156,3
SYNID0100214263,3
SYNID0100214402,0
SYNID0100214496,3
SYNID0100214619,0
SYNID0100214643,3
SYNID0100214803,4
SYNID0100214869,0
SYNID0100214904,2
SYNID0100215264,0
SYNID0100215464,3
SYNID0100215602,3
SYNID0100216366,4
SYNID0100216557,5
SYNID0100216811,2
SYNID0100216920,3
SYNID0100216979,0
SYNID0100217055,3
SYNID0100217092,3
SYNID0100217255,2
SYNID0100217256,5
SYNID0100217438,2
SYNID0100217450,2
SYNID0100217549,5
SYNID0100218347,3
SYNID0100218397,2
SYNID0100218425,0
SYNID0100218454,5
SYNID0100218759,5
SYNID0100218796,3
SYNID0100218980,0
SYNID0100219393,3
SYNID0100219424,3
SYNID0100219592,0
SYNID0100219717,2
SYNID0100219840,3
SYNID0100220037,0
SYNID0100220172,5
SYNID0100220218,2
SYNID0100220557,0
SYNID0100220635,3
SYNID0100220965,0
SYNID0100221155,3
SYNID0100221390,3
SYNID0100221581,0
SYNID0100221771,2
SYNID0100221908,3
SYNID0100222039,0
SYNID0100222797,2
SYNID0100222834,2
SYNID0100222894,0
SYNID0100223380,0
SYNID0100223405,5
SYNID0100223445,2
SYNID0100223456,5
SYNID0100223675,5
SYNID0100223945,3
SYNID0100224092,0
SYNID0100224176,0
SYNID0100224264,3
SYNID0100224297,0
SYNID0100224351,2
SYNID0100224473,0
SYNID0100224563,0
SYNID0100224700,0
SYNID0100224767,0
SYNID0100224842,3
SYNID0100225207,0
SYNID0100225304,3
SYNID0100225339,2
SYNID0100225407,0
SYNID0100225599,3
SYNID0100226005,3
SYNID0100226110,5
SYNID0100226139,3
SYNID0100226280,3
SYNID0100226335,5
SYNID0100226711,3
SYNID0100226797,0
SYNID0100226863,3
SYNID0100226909,3
SYNID0100226994,2
SYNID0100227054,2
SYNID0100227471,3
SYNID0100227547,3
SYNID0100227563,2
SYNID0100227566,2
SYNID0100227679,3
SYNID0100228010,0
SYNID0100228179,2
SYNID0100228193,2
SYNID0100228345,3
SYNID0100228432,3
SYNID0100228467,3
SYNID0100228491,2
SYNID0100228525,0
SYNID0100228713,0
SYNID0100229282,4
SYNID0100229486,0
SYNID0100229587,2
SYNID0100230013,2
SYNID0100230106,3
SYNID0100230168,2
SYNID0100230171,3
SYNID0100230232,3
SYNID0100230292,3
SYNID0100230461,5
SYNID0100230684,5
SYNID0100230740,5
SYNID0100230962,0
SYNID0100231001,0
SYNID0100231003,3
SYNID0100231034,2
SYNID0100231275,3
SYNID0100231577,2
SYNID0100231726,2
SYNID0100231941,3
SYNID0100232025,0
SYNID0100232367,3
SYNID0100232427,3
SYNID0100232492,2
SYNID0100232544,5
SYNID0100232638,5
SYNID0100232694,3
SYNID0100232807,3
SYNID0100233347,0
SYNID0100233373,0
SYNID0100233467,3
SYNID0100233704,4
SYNID0100233754,2
SYNID0100233758,5
SYNID0100234599,5
SYNID0100234977,5
SYNID0100235032,2
SYNID0100235535,3
SYNID0100235847,3
SYNID0100235857,3
SYNID0100235947,5
SYNID0100236234,3
SYNID0100236352,4
SYNID0100236506,2
SYNID0100236627,0
SYNID0100236658,2
SYNID0100236880,0
SYNID0100236898,0
SYNID0100237121,2
SYNID0100237130,3
SYNID0100237340,0
SYNID0100237418,3
SYNID0100237434,0
SYNID0100237536,0
SYNID0100238045,0
SYNID0100238195,2
SYNID0100238504,2
SYNID0100238530,3
SYNID0100238684,0
SYNID0100238739,2
SYNID0100239071,4
SYNID0100239143,0
SYNID0100239303,2
SYNID0100239529,0
SYNID0100239953,2
SYNID0100239960,2
SYNID0100240056,2
SYNID0100240421,4
SYNID0100240462,3
SYNID0100240790,5
SYNID0100241016,0
SYNID0100241212,2
SYNID0100241431,2
SYNID0100241752,2
SYNID0100242112,2
SYNID0100242181,4
SYNID0100242267,0
SYNID0100242297,3
SYNID0100242370,2
SYNID0100242517,0
SYNID0100242534,3
SYNID0100242660,3
SYNID0100242733,3
SYNID0100242800,2
SYNID0100242814,5
