customer_id,province,city,industry_code,sales_cents,account_age,birth_business_age,total_transaction_count,transaction_count_Card,transaction_count_Cheque,transaction_count_EFT,transaction_count_EMT,debit_transaction_count,debit_transaction_amount,credit_transaction_count,credit_transaction_amount,average_debit_transaction_amount,average_credit_transaction_amount,unique_transaction_cities,unique_transaction_provinces,multi_country_transactions,card_ecommerce_count,card_non_ecommerce_count,card_mcc_diversity_count,card_top_mcc_weight,card_top_mcc,Averagetime_between_transaction_day,std_time_between_transactions,median_time_between_transactions,pct_transactions_top10_busiest_days
SYNID0200001811,NS,other,other,78315.0,15.0,15.68,249.0,0.0,5.0,244.0,0.0,86.0,47808905.0,163.0,84091029.0,555917.5,515895.8834355828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.3687418328106332,0.6351119634013549,0.1876157407407407,25.70281124497992
SYNID0200002106,ON,SCARBOROUGH,other,530640.0,4.47,7.12,7.0,0.0,1.0,6.0,0.0,1.0,103991.0,6.0,1115711.0,103991.0,185951.8333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,14.34811149691358,22.061360139798094,6.538414351851852,28.57142857142857
SYNID0200002118,other,other,other,60125.0,22.36,22.95,198.0,0.0,164.0,34.0,0.0,103.0,38693805.0,95.0,21757638.0,375668.0097087378,229027.76842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.4619289340101523,0.8184120942182737,0.0,22.727272727272727
SYNID0200002297,ON,TORONTO,other,295579.0,29.79,37.28,38.0,0.0,21.0,3.0,0.0,20.0,2763027.87,18.0,1716843.65,138151.3935,95380.20277777775,4.0,3.0,1.0,0.0,0.0,0.0,0.0,N/A,2.423379629629629,2.7081413388154845,1.3492939814814815,21.052631578947366
SYNID0200002418,other,other,other,-1.0,13.07,24.11,6.0,2.0,3.0,0.0,0.0,3.0,6941.0,3.0,61792.0,2313.6666666666665,20597.33333333333,2.0,2.0,1.0,2.0,0.0,2.0,0.5,4816,13.92964351851852,2.8863793371710247,13.0,16.666666666666664
SYNID0200002455,other,other,other,895672.0,43.8,44.27,81.0,25.0,2.0,53.0,0.0,47.0,7010785.0,34.0,25415697.0,149165.63829787233,747520.5,12.0,7.0,1.0,3.0,22.0,15.0,0.2,0,1.1233641493055555,1.3417078231405877,0.6894965277777778,23.456790123456788
SYNID0200002728,ON,MISSISSAUGA,other,857579.0,12.85,23.15,214.0,72.0,109.0,32.0,0.0,157.0,53039151.0,57.0,69647399.0,337828.9872611465,1221884.1929824562,22.0,9.0,1.0,12.0,60.0,29.0,0.125,5814,0.4271449530516432,0.5423336919519662,0.2921643518518518,22.897196261682243
SYNID0200002991,other,other,other,179082.0,13.48,15.8,82.0,0.0,4.0,4.0,74.0,21.0,2806954.0,61.0,4096974.0,133664.47619047618,67163.5081967213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,1.1140333504801097,0.956346621066795,0.9525,21.951219512195124
SYNID0200003338,other,other,other,1.0,6.72,7.41,3.0,3.0,0.0,0.0,0.0,3.0,67844.0,0.0,0.0,22614.666666666668,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.3333333333333333,0,18.986498842592592,7.243335064610794,18.986498842592592,33.33333333333333
SYNID0200003557,other,other,9861,232307.0,2.13,2.48,20.0,0.0,0.0,1.0,19.0,8.0,588229.0,12.0,576193.0,73528.625,48016.083333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,4.614430433723197,4.855151621827319,2.563888888888889,20.0
SYNID0200003663,other,other,4013,14515.0,8.02,8.06,79.0,11.0,0.0,68.0,0.0,35.0,11146831.0,44.0,20104338.0,318480.8857142857,456916.7727272727,2.0,3.0,1.0,4.0,7.0,9.0,0.1818181818181818,4121,1.1758447590218424,1.7260888032623138,0.6699305555555555,25.31645569620253
SYNID0200004631,BC,VANCOUVER,7215,1.0,8.43,11.37,15.0,0.0,15.0,0.0,0.0,5.0,4344044.0,10.0,39513587.0,868808.8,3951358.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,6.5,8.215838362577491,4.5,26.666666666666668
SYNID0200004651,other,other,other,0.0,11.36,11.63,6.0,2.0,2.0,0.0,0.0,4.0,407948.55,2.0,805646.0,101987.1375,402823.0,3.0,3.0,1.0,0.0,2.0,2.0,0.5,other,9.0,6.262711931479459,7.837037037037037,16.666666666666664
SYNID0200005059,other,other,other,594410.0,4.12,8.13,368.0,11.0,66.0,284.0,7.0,223.0,433705067.0,145.0,53750464.0,1944865.7713004483,370692.8551724138,9.0,6.0,1.0,1.0,10.0,9.0,0.1818181818181818,5411,0.2503620446059138,0.44843279250924,0.1062037037037037,23.91304347826087
SYNID0200005125,BC,other,other,0.0,15.38,15.39,159.0,91.0,18.0,40.0,0.0,116.0,5322914.98,43.0,16243032.0,45887.19810344828,377744.93023255817,30.0,11.0,1.0,13.0,78.0,27.0,0.1318681318681318,0,0.58035432782466,0.5962848212845689,0.401099537037037,23.89937106918239
SYNID0200005169,other,other,other,1226423.0,24.07,27.69,29.0,0.0,3.0,26.0,0.0,25.0,7873064.0,4.0,369061.0,314922.56,92265.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,3.094081927910053,2.7925322838816005,2.216273148148148,27.58620689655172
SYNID0200005510,other,other,other,0.0,2.25,3.12,12.0,0.0,0.0,1.0,11.0,9.0,866128.0,3.0,226391.0,96236.44444444444,75463.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,5.740812289562289,5.253138032357116,4.780138888888889,25.0
SYNID0200005514,NS,other,4561,0.0,7.87,1.8,38.0,0.0,1.0,0.0,37.0,21.0,3477848.0,17.0,1084571.0,165611.80952380953,63798.294117647056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,2.368138763763764,2.7659077914650467,1.5081944444444444,26.31578947368421
SYNID0200005543,ON,other,other,352025.0,15.34,14.18,74.0,0.0,60.0,14.0,0.0,45.0,13776417.0,29.0,26729112.0,306142.6,921693.5172413794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,1.2328767123287672,1.4337945463137496,0.7248611111111111,24.324324324324326
SYNID0200005624,other,other,other,0.0,4.54,4.57,255.0,3.0,1.0,27.0,223.0,123.0,10766117.0,132.0,11930463.0,87529.40650406505,90382.29545454546,4.0,4.0,1.0,0.0,3.0,3.0,0.3333333333333333,5812,0.3600198217410323,0.4284466007069542,0.2181076388888889,23.92156862745098
SYNID0200005642,ON,BRAMPTON,4561,0.0,7.87,1.26,26.0,10.0,2.0,2.0,1.0,17.0,251042.14,9.0,238760.46,14767.184705882351,26528.94,9.0,6.0,1.0,1.0,9.0,7.0,0.2,5251,3.563253703703704,3.975925424041716,2.953275462962963,23.07692307692308
SYNID0200005684,ON,other,other,59571.0,18.09,18.9,6.0,0.0,3.0,3.0,0.0,4.0,4682122.0,2.0,178779.0,1170530.5,89389.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,11.291405092592594,11.251183866311491,8.5715625,16.666666666666664
SYNID0200005735,other,other,other,0.0,11.24,13.2,29.0,14.0,6.0,3.0,6.0,25.0,3246133.0,4.0,93598.0,129845.32,23399.5,6.0,4.0,1.0,1.0,13.0,12.0,0.1428571428571428,0,3.2025008267195765,3.367595168783276,1.8407986111111112,27.58620689655172
SYNID0200005819,other,other,4561,0.0,3.47,3.87,52.0,0.0,15.0,37.0,0.0,28.0,10191206.0,24.0,12372751.0,363971.6428571429,515531.2916666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,1.7783526234567903,1.984374570795438,0.8883333333333333,25.0
SYNID0200005824,ON,other,7292,0.0,2.01,2.07,8.0,0.0,5.0,0.0,0.0,2.0,8377517.0,6.0,1205502.0,4188758.5,200917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,9.0,5.627314338711377,9.0,12.5
SYNID0200005828,ON,other,4561,50234.0,6.4,8.45,107.0,73.0,0.0,0.0,34.0,92.0,6325722.0,15.0,981453.0,68757.84782608696,65430.2,28.0,7.0,1.0,11.0,62.0,29.0,0.136986301369863,other,0.8548363251222921,0.8205134017211266,0.6607465277777778,25.233644859813083
SYNID0200005997,other,other,4013,223719.0,6.02,6.05,44.0,26.0,7.0,8.0,3.0,38.0,2206304.0,6.0,1994266.0,58060.63157894737,332377.6666666667,4.0,5.0,1.0,8.0,18.0,18.0,0.1538461538461538,other,2.1230760120585703,2.644830216777766,1.2922685185185183,25.0
SYNID0200006191,AB,CALGARY,other,6780.0,5.55,5.94,32.0,4.0,12.0,10.0,5.0,24.0,3437354.0,8.0,374308.0,143223.08333333334,46788.5,1.0,1.0,0.0,0.0,4.0,4.0,0.25,5310,2.469060633213859,2.7758615366968127,2.0,18.75
SYNID0200006234,MB,WINNIPEG,9211,0.0,1.12,1.93,46.0,12.0,16.0,15.0,3.0,33.0,4401853.0,13.0,6548200.0,133389.48484848486,503707.6923076923,7.0,5.0,1.0,1.0,11.0,8.0,0.25,5541,2.013229166666666,2.3054197069002216,1.4034837962962965,19.565217391304348
SYNID0200006305,BC,other,other,828764.0,12.67,15.0,67.0,50.0,6.0,1.0,9.0,53.0,1611580.0,14.0,2859612.0,30407.169811320757,204258.0,20.0,8.0,1.0,12.0,38.0,25.0,0.14,5814,1.3526930765993264,1.426297730761526,0.9147627314814816,19.402985074626866
SYNID0200006425,other,other,other,33505.0,19.09,19.31,44.0,2.0,30.0,0.0,0.0,16.0,765068.25,28.0,1930153.0,47816.765625,68934.03571428571,9.0,4.0,1.0,0.0,2.0,2.0,0.5,0,1.973014373385013,2.0913676539543467,1.388842592592593,20.454545454545457
SYNID0200006504,ON,OTTAWA,other,186711.0,10.04,10.25,55.0,6.0,0.0,42.0,6.0,27.0,16282515.0,28.0,14154676.0,603056.1111111111,505524.1428571429,3.0,4.0,1.0,1.0,5.0,6.0,0.1666666666666666,0,1.6194425154320986,1.5942062615792207,0.9546469907407408,20.0
SYNID0200006570,other,other,7215,-1.0,7.87,5.92,116.0,0.0,116.0,0.0,0.0,58.0,32936858.0,58.0,51901734.0,567876.8620689656,894857.4827586206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.782608695652174,1.2689449181059356,0.0,23.27586206896552
SYNID0200006575,AB,EDMONTON,other,850450.0,4.16,5.7,7.0,0.0,1.0,6.0,0.0,4.0,2343376.0,3.0,109976.0,585844.0,36658.66666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,11.03092399691358,10.116114971109251,8.83388888888889,14.285714285714285
SYNID0200006796,other,other,other,0.0,7.87,30.29,3.0,0.0,3.0,0.0,0.0,2.0,400370.0,1.0,73857.0,200185.0,73857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,31.0,35.35533905932738,31.0,33.33333333333333
SYNID0200006806,BC,VANCOUVER,other,122436.0,12.95,11.5,4.0,0.0,0.0,0.0,4.0,2.0,18605.0,2.0,256497.0,9302.5,128248.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,29.569567901234567,12.156316107014566,28.795497685185182,25.0
SYNID0200006850,NB,other,other,0.0,1.19,1.34,53.0,0.0,31.0,0.0,22.0,33.0,6931612.0,20.0,7184143.0,210048.84848484848,359207.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,1.6346153846153846,1.62823150859811,1.0,32.075471698113205
SYNID0200006871,ON,OTTAWA,7761,0.0,6.18,8.93,64.0,0.0,0.0,63.0,0.0,21.0,707702.0,43.0,13031558.0,33700.09523809524,303059.488372093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,1.4515551513815403,1.7173313126585148,0.646724537037037,25.0
SYNID0200006976,other,other,other,0.0,29.02,29.03,12.0,0.0,1.0,11.0,0.0,6.0,1517244.0,6.0,1724822.0,252874.0,287470.3333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,7.358616372053873,7.625275779801738,2.708136574074074,16.666666666666664
SYNID0200007051,AB,CALGARY,other,-1.0,22.85,23.82,5.0,1.0,0.0,0.0,4.0,2.0,132270.0,3.0,27289.0,66135.0,9096.333333333334,1.0,1.0,0.0,0.0,1.0,1.0,1.0,5251,20.83213252314815,12.110027242063676,22.25895833333333,20.0
SYNID0200007457,other,other,other,0.0,2.92,3.87,154.0,52.0,0.0,94.0,0.0,91.0,11163351.42,63.0,14094209.73,122674.19142857144,223717.6147619048,23.0,9.0,1.0,10.0,42.0,23.0,0.0961538461538461,5541,0.5969896060275963,0.8080704467991632,0.3525578703703704,25.32467532467532
SYNID0200007554,other,other,7761,0.0,2.28,10.01,18.0,0.0,0.0,0.0,18.0,6.0,306223.0,12.0,360121.0,51037.16666666666,30010.08333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,5.171261574074074,5.410861513267478,3.050173611111111,16.666666666666664
SYNID0200007602,BC,SURREY,7215,0.0,7.66,7.8,142.0,131.0,0.0,0.0,5.0,130.0,2816426.58,12.0,1489211.0,21664.819846153845,124100.91666666669,33.0,13.0,1.0,24.0,107.0,44.0,0.1068702290076335,5541,0.6391844792487523,0.6151966539825209,0.6007870370370371,23.239436619718308
SYNID0200007617,QC,other,7215,0.0,2.96,3.12,180.0,0.0,6.0,174.0,0.0,82.0,20641362.0,98.0,24789152.0,251723.92682926828,252950.5306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.5114798003310573,0.8383665953459751,0.2016898148148148,22.22222222222222
SYNID0200007635,ON,OTTAWA,other,783388.0,24.75,27.69,59.0,8.0,29.0,3.0,13.0,29.0,6695180.32,30.0,11033267.0,230868.28689655173,367775.56666666665,8.0,5.0,1.0,1.0,7.0,8.0,0.125,0,1.5344827586206895,1.390120124657494,1.0,22.033898305084744
SYNID0200007833,BC,other,other,37992.0,3.75,21.33,66.0,40.0,4.0,0.0,1.0,51.0,1845187.37,15.0,566485.72,36180.144509803926,37765.71466666667,17.0,9.0,1.0,3.0,37.0,17.0,0.175,5814,1.3660007122507123,1.3273049320455008,1.0349305555555557,22.727272727272727
SYNID0200007973,ON,TORONTO,other,-1.0,3.28,3.99,180.0,55.0,1.0,0.0,123.0,123.0,9554138.0,57.0,4142448.0,77675.918699187,72674.52631578948,21.0,6.0,1.0,7.0,48.0,27.0,0.1272727272727272,5411,0.509173455927995,0.5364330590171345,0.2993518518518518,21.666666666666668
SYNID0200008035,ON,other,other,176193.0,7.32,7.55,100.0,5.0,32.0,0.0,43.0,63.0,14557581.1,37.0,7600010.939999999,231072.71587301587,205405.70108108103,14.0,4.0,1.0,1.0,4.0,4.0,0.4,other,0.9090909090909092,0.9746207957874604,0.6478125,23.0
SYNID0200008191,other,other,7215,68483.0,13.01,13.41,25.0,0.0,11.0,3.0,11.0,16.0,8069128.0,9.0,638601.0,504320.5,70955.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,3.632445023148149,3.510420006762854,2.2984085648148147,28.000000000000004
SYNID0200008489,ON,TORONTO,other,-1.0,5.69,7.45,6.0,0.0,0.0,0.0,6.0,6.0,373991.0,0.0,0.0,62331.833333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,17.565662037037036,14.71193770700498,13.731550925925928,16.666666666666664
SYNID0200008533,other,other,9861,-1.0,13.49,13.63,16.0,14.0,2.0,0.0,0.0,15.0,264273.0,1.0,132415.0,17618.2,132415.0,6.0,4.0,1.0,2.0,12.0,7.0,0.2857142857142857,other,4.553543209876543,3.4598453381794543,3.353263888888889,12.5
SYNID0200008622,AB,EDMONTON,other,0.0,5.34,5.36,1.0,1.0,0.0,0.0,0.0,1.0,4399.0,0.0,0.0,4399.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,5812,2.470011326430597,2.369871980844547,1.5279600694444446,100.0
SYNID0200008724,other,other,other,616473.0,12.18,26.66,8.0,0.0,5.0,1.0,2.0,6.0,1215590.0,2.0,151839.0,202598.3333333333,75919.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,11.285714285714286,8.701123884092727,13.304444444444444,25.0
SYNID0200008911,other,other,other,0.0,3.09,4.49,73.0,2.0,21.0,17.0,32.0,35.0,5528388.0,38.0,9301301.0,157953.94285714286,244771.07894736843,2.0,2.0,1.0,1.0,1.0,2.0,0.5,other,1.2499818351337448,1.5472627163680424,0.7185243055555556,21.91780821917808
SYNID0200008951,PE,other,other,0.0,7.87,7.72,31.0,1.0,9.0,3.0,18.0,15.0,8520809.0,16.0,6149950.0,568053.9333333333,384371.875,1.0,1.0,0.0,0.0,1.0,1.0,1.0,other,3.0339297839506174,3.13094038670982,2.206591435185185,19.35483870967742
SYNID0200009106,QC,other,4561,0.0,4.31,4.8,56.0,24.0,4.0,11.0,16.0,40.0,7361747.0,16.0,3314123.0,184043.675,207132.6875,8.0,6.0,1.0,5.0,19.0,18.0,0.125,other,1.508575968013468,1.5080650135316136,1.2063310185185183,25.0
SYNID0200009137,ON,BRAMPTON,other,77014.0,6.0,6.04,54.0,8.0,2.0,40.0,4.0,29.0,4240750.0,25.0,3572747.0,146232.75862068965,142909.88,2.0,3.0,1.0,1.0,7.0,8.0,0.125,4816,1.700825471698113,1.797880624921438,1.000474537037037,18.51851851851852
SYNID0200009367,ON,other,other,522403.0,33.63,44.43,76.0,0.0,69.0,7.0,0.0,49.0,18473614.0,27.0,32469011.0,377012.5306122449,1202555.962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,1.2196748456790123,1.698413440549961,0.7597222222222222,21.052631578947366
SYNID0200009382,other,other,7215,0.0,12.05,12.28,7.0,0.0,1.0,6.0,0.0,3.0,1249878.0,4.0,381759.0,416626.0,95439.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,10.16656635802469,7.240144767149725,10.140885416666666,14.285714285714285
SYNID0200009420,ON,other,other,0.0,5.89,5.94,86.0,4.0,0.0,74.0,8.0,29.0,28547507.0,57.0,13296577.0,984396.7931034482,233273.2807017544,4.0,1.0,0.0,1.0,3.0,4.0,0.25,other,1.064099945533769,1.269628175202001,0.5494328703703704,19.76744186046512
SYNID0200009533,other,other,other,0.0,1.01,1.28,71.0,0.0,6.0,0.0,65.0,21.0,3218545.0,50.0,2534237.0,153264.04761904763,50684.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,1.2950291005291004,1.486165600106897,0.8590972222222222,19.718309859154928
SYNID0200010049,other,other,other,-1.0,6.04,14.79,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,110070.0,0.0,110070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,2.470011326430597,2.369871980844547,1.5279600694444446,100.0
SYNID0200010052,other,other,other,0.0,10.53,10.84,39.0,0.0,21.0,18.0,0.0,21.0,3709524.0,18.0,2229575.0,176644.0,123865.27777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,2.3157894736842106,2.909085751428407,1.085208333333333,20.51282051282051
SYNID0200010153,ON,other,other,78886.0,5.38,5.93,9.0,0.0,0.0,3.0,6.0,6.0,1361515.0,3.0,169789.0,226919.16666666663,56596.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,9.634079861111111,10.2726101940315,6.422835648148148,11.11111111111111
SYNID0200010349,other,other,7215,-1.0,12.6,17.94,24.0,0.0,11.0,13.0,0.0,15.0,8588843.0,9.0,8493757.0,572589.5333333333,943750.7777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,2.4824662842190017,1.922910376111947,2.122175925925926,20.833333333333336
SYNID0200010424,other,other,other,44348.0,26.77,29.77,158.0,141.0,1.0,3.0,13.0,142.0,3266312.0,16.0,786571.0,23002.197183098597,49160.6875,34.0,12.0,1.0,9.0,132.0,46.0,0.0992907801418439,0,0.5807501032083038,0.6705869465906998,0.3530902777777778,19.62025316455696
SYNID0200010433,BC,VANCOUVER,7215,0.0,5.46,5.63,21.0,0.0,0.0,21.0,0.0,9.0,3300327.0,12.0,29123823.0,366703.0,2426985.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,4.502721643518519,4.521906911670882,2.7569675925925923,23.809523809523807
SYNID0200010618,BC,SURREY,other,178697.0,7.87,10.87,112.0,0.0,0.0,112.0,0.0,55.0,35278544.0,57.0,15913528.0,641428.0727272728,279184.70175438595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.8236043335001668,1.198889095167427,0.293125,23.214285714285715
SYNID0200010640,other,other,4561,-1.0,33.47,34.21,17.0,0.0,1.0,16.0,0.0,8.0,3569794.0,9.0,646169.0,446224.25,71796.55555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,5.0879940682870375,4.194332938329934,4.139733796296296,23.52941176470588
SYNID0200010662,other,other,9861,128017.0,16.55,16.8,162.0,19.0,0.0,122.0,18.0,86.0,15818970.0,76.0,30513324.24,183941.51162790696,401491.10842105263,10.0,6.0,1.0,3.0,16.0,14.0,0.1052631578947368,0,0.5682289510006902,0.8042078877195398,0.2712615740740741,28.39506172839506
SYNID0200010703,ON,other,other,0.0,2.22,2.31,26.0,13.0,5.0,7.0,1.0,16.0,3526471.0,10.0,1732828.0,220404.4375,173282.8,5.0,5.0,1.0,2.0,11.0,10.0,0.2307692307692307,0,3.574492592592593,2.9675388359535537,2.894212962962963,19.230769230769237
SYNID0200010851,ON,TORONTO,other,0.0,13.41,16.59,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,114895.0,0.0,114895.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,2.470011326430597,2.369871980844547,1.5279600694444446,100.0
SYNID0200011095,ON,other,7721,-1.0,8.84,8.48,419.0,0.0,0.0,416.0,3.0,140.0,30361883.0,279.0,90385654.0,216870.59285714285,323962.91756272403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.2187970715931242,0.4459984606871678,0.0539814814814814,20.52505966587112
SYNID0200011153,BC,other,4013,-1.0,2.5,2.89,1.0,0.0,0.0,1.0,0.0,1.0,819335.0,0.0,0.0,819335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,2.470011326430597,2.369871980844547,1.5279600694444446,100.0
SYNID0200011226,ON,TORONTO,other,556677.0,8.66,15.6,31.0,14.0,5.0,6.0,0.0,21.0,1974089.13,10.0,1263661.26,94004.24428571427,126366.126,7.0,7.0,1.0,1.0,13.0,10.0,0.1428571428571428,4121,2.944667052469136,3.6576559279787886,1.457181712962963,19.35483870967742
SYNID0200011553,AB,EDMONTON,other,49256.0,1.2,8.24,37.0,5.0,0.0,0.0,32.0,23.0,1513462.0,14.0,1324727.0,65802.69565217392,94623.35714285714,2.0,4.0,1.0,0.0,5.0,5.0,0.2,0,2.398881172839506,2.513211362630637,1.3385069444444446,24.324324324324326
SYNID0200011568,ON,BRAMPTON,other,0.0,1.08,1.27,130.0,0.0,0.0,86.0,44.0,73.0,27129590.0,57.0,13285217.0,371638.2191780822,233073.98245614037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.7088990274188918,0.9030598129012906,0.3963078703703703,27.692307692307693
