customer_id,cluster
SYNID0100037509,individual_1
SYNID0100037607,individual_2
SYNID0100037666,individual_2
SYNID0100037728,individual_3
SYNID0100037869,individual_5
SYNID0100037890,individual_3
SYNID0100038038,individual_5
SYNID0100038086,individual_5
SYNID0100038539,individual_2
SYNID0100038708,individual_2
SYNID0100038801,individual_2
SYNID0100038880,individual_3
SYNID0100038978,individual_5
SYNID0100039084,individual_2
SYNID0100039312,individual_3
SYNID0100039424,individual_2
SYNID0100039780,individual_2
SYNID0100040148,individual_5
SYNID0100040316,individual_2
SYNID0100040454,individual_2
SYNID0100040792,individual_4
SYNID0100040885,individual_3
SYNID0100040970,individual_5
SYNID0100041064,individual_3
SYNID0100041327,individual_4
SYNID0100041519,individual_2
SYNID0100041539,individual_3
SYNID0100041876,individual_2
SYNID0100042124,individual_2
SYNID0100042256,individual_4
SYNID0100042517,individual_5
SYNID0100042626,individual_5
SYNID0100042902,individual_3
SYNID0100042905,individual_5
SYNID0100043003,individual_2
SYNID0100043540,individual_4
SYNID0100043914,individual_3
SYNID0100044500,individual_3
SYNID0100044704,individual_5
SYNID0100045225,individual_3
SYNID0100045411,individual_2
SYNID0100045578,individual_4
SYNID0100045811,individual_5
SYNID0100046345,individual_3
SYNID0100046511,individual_3
SYNID0100046583,individual_2
SYNID0100046681,individual_3
SYNID0100046751,individual_5
SYNID0100046933,individual_5
SYNID0100047082,individual_2
SYNID0100047241,individual_2
SYNID0100047421,individual_2
SYNID0100047746,individual_5
SYNID0100047852,individual_5
SYNID0100047938,individual_3
SYNID0100048054,individual_3
SYNID0100048110,individual_3
SYNID0100048201,individual_2
SYNID0100048220,individual_3
SYNID0100048513,individual_3
SYNID0100048554,individual_2
SYNID0100048602,individual_3
SYNID0100048631,individual_3
SYNID0100048646,individual_5
SYNID0100049026,individual_2
SYNID0100049262,individual_4
SYNID0100049538,individual_5
SYNID0100049761,individual_3
SYNID0100049825,individual_1
SYNID0100050100,individual_2
SYNID0100050622,individual_3
SYNID0100050795,individual_2
SYNID0100050922,individual_2
SYNID0100051035,individual_3
SYNID0100051037,individual_5
SYNID0100051071,individual_5
SYNID0100051199,individual_5
SYNID0100051414,individual_5
SYNID0100051424,individual_5
SYNID0100051465,individual_4
SYNID0100052024,individual_2
SYNID0100052418,individual_3
SYNID0100052442,individual_3
SYNID0100052942,individual_4
SYNID0100053138,individual_2
SYNID0100053671,individual_2
SYNID0100053896,individual_5
SYNID0100054434,individual_6
SYNID0100054859,individual_2
SYNID0100054894,individual_5
SYNID0100055597,individual_3
SYNID0100055665,individual_5
SYNID0100055741,individual_3
SYNID0100056156,individual_5
SYNID0100056283,individual_5
SYNID0100056875,individual_5
SYNID0100057662,individual_3
SYNID0100058090,individual_2
SYNID0100058456,individual_5
SYNID0100058587,individual_2
SYNID0100059315,individual_2
SYNID0100059367,individual_5
SYNID0100059490,individual_2
SYNID0100059769,individual_3
SYNID0100060456,individual_2
SYNID0100060458,individual_5
SYNID0100060562,individual_2
SYNID0100060727,individual_2
SYNID0100060883,individual_3
SYNID0100060969,individual_5
SYNID0100061097,individual_3
SYNID0100062156,individual_3
SYNID0100062402,individual_1
SYNID0100062584,individual_5
SYNID0100063099,individual_3
SYNID0100063274,individual_4
SYNID0100063316,individual_1
SYNID0100063360,individual_3
SYNID0100063472,individual_2
SYNID0100063874,individual_3
SYNID0100063994,individual_3
SYNID0100064304,individual_5
SYNID0100064470,individual_4
SYNID0100064485,individual_5
SYNID0100064835,individual_3
SYNID0100064958,individual_1
SYNID0100065426,individual_1
SYNID0100065920,individual_3
SYNID0100066045,individual_5
SYNID0100067005,individual_2
SYNID0100067029,individual_4
SYNID0100067162,individual_2
SYNID0100067177,individual_2
SYNID0100067217,individual_5
SYNID0100067250,individual_3
SYNID0100067364,individual_1
SYNID0100067531,individual_2
SYNID0100067628,individual_2
SYNID0100067668,individual_2
SYNID0100067868,individual_2
SYNID0100067899,individual_5
SYNID0100067923,individual_3
SYNID0100068308,individual_5
SYNID0100068500,individual_4
SYNID0100068537,individual_4
SYNID0100068610,individual_4
SYNID0100068662,individual_5
SYNID0100068749,individual_2
SYNID0100068783,individual_1
SYNID0100068792,individual_2
SYNID0100068815,individual_5
SYNID0100068827,individual_2
SYNID0100069423,individual_5
SYNID0100069524,individual_5
SYNID0100069632,individual_2
SYNID0100069844,individual_2
SYNID0100069957,individual_3
SYNID0100069965,individual_5
SYNID0100070134,individual_3
SYNID0100070399,individual_3
SYNID0100070470,individual_3
SYNID0100070564,individual_3
SYNID0100070637,individual_3
SYNID0100070688,individual_1
SYNID0100071116,individual_2
SYNID0100071235,individual_5
SYNID0100071380,individual_5
SYNID0100071621,individual_5
SYNID0100071649,individual_3
SYNID0100072177,individual_3
SYNID0100072346,individual_4
SYNID0100072688,individual_3
SYNID0100073103,individual_3
SYNID0100073359,individual_3
SYNID0100073582,individual_2
SYNID0100073852,individual_2
SYNID0100074035,individual_4
SYNID0100074225,individual_4
SYNID0100074354,individual_2
SYNID0100074987,individual_4
SYNID0100075150,individual_5
SYNID0100075153,individual_5
SYNID0100075323,individual_1
SYNID0100075482,individual_5
SYNID0100075839,individual_2
SYNID0100076028,individual_1
SYNID0100076341,individual_3
SYNID0100076516,individual_2
SYNID0100076652,individual_3
SYNID0100076913,individual_4
SYNID0100077134,individual_2
SYNID0100077243,individual_2
SYNID0100077523,individual_3
SYNID0100077995,individual_2
SYNID0100078139,individual_5
SYNID0100078203,individual_2
SYNID0100078242,individual_2
SYNID0100078265,individual_5
SYNID0100078395,individual_5
SYNID0100078409,individual_5
SYNID0100078509,individual_5
SYNID0100078564,individual_5
SYNID0100078622,individual_5
SYNID0100078650,individual_3
SYNID0100079311,individual_5
SYNID0100079374,individual_5
SYNID0100079439,individual_5
SYNID0100079518,individual_1
SYNID0100079658,individual_5
SYNID0100080063,individual_3
SYNID0100080298,individual_3
SYNID0100080577,individual_3
SYNID0100080937,individual_3
SYNID0100081225,individual_2
SYNID0100081265,individual_6
SYNID0100081360,individual_3
SYNID0100082216,individual_2
SYNID0100082291,individual_4
SYNID0100082343,individual_5
SYNID0100082513,individual_4
SYNID0100082541,individual_3
SYNID0100083124,individual_2
SYNID0100083243,individual_3
SYNID0100083294,individual_3
SYNID0100083585,individual_2
SYNID0100083736,individual_2
SYNID0100084083,individual_6
SYNID0100084135,individual_5
SYNID0100084277,individual_5
SYNID0100084306,individual_2
SYNID0100084308,individual_5
SYNID0100084693,individual_2
SYNID0100085002,individual_1
SYNID0100085106,individual_3
SYNID0100085416,individual_2
SYNID0100085712,individual_2
SYNID0100085836,individual_5
SYNID0100086014,individual_5
SYNID0100087043,individual_6
SYNID0100087342,individual_2
SYNID0100087425,individual_5
SYNID0100087546,individual_4
SYNID0100087564,individual_5
SYNID0100087809,individual_3
SYNID0100088272,individual_5
SYNID0100088455,individual_2
SYNID0100088505,individual_2
SYNID0100088603,individual_5
SYNID0100088611,individual_2
SYNID0100088987,individual_3
SYNID0100089434,individual_2
SYNID0100089552,individual_2
SYNID0100089992,individual_5
SYNID0100090190,individual_5
SYNID0100090388,individual_5
SYNID0100090759,individual_4
SYNID0100090794,individual_3
SYNID0100090868,individual_2
SYNID0100091306,individual_3
SYNID0100091570,individual_5
SYNID0100091865,individual_3
SYNID0100091953,individual_2
SYNID0100092221,individual_2
SYNID0100092236,individual_2
SYNID0100092359,individual_5
SYNID0100092463,individual_2
SYNID0100092493,individual_2
SYNID0100092711,individual_3
SYNID0100092825,individual_2
SYNID0100092948,individual_2
SYNID0100093365,individual_5
SYNID0100093761,individual_2
SYNID0100093807,individual_5
SYNID0100093833,individual_3
SYNID0100094154,individual_3
SYNID0100094869,individual_3
SYNID0100094906,individual_5
SYNID0100095372,individual_3
SYNID0100095455,individual_2
SYNID0100095620,individual_5
SYNID0100095651,individual_3
SYNID0100095747,individual_4
SYNID0100095856,individual_2
SYNID0100095898,individual_5
SYNID0100095907,individual_5
SYNID0100095968,individual_5
SYNID0100096038,individual_5
SYNID0100096061,individual_3
SYNID0100096157,individual_2
SYNID0100096175,individual_5
SYNID0100096360,individual_2
SYNID0100096445,individual_2
SYNID0100096758,individual_2
SYNID0100096912,individual_5
SYNID0100097443,individual_5
SYNID0100097523,individual_2
SYNID0100097584,individual_2
SYNID0100097915,individual_5
SYNID0100098045,individual_3
SYNID0100098417,individual_5
SYNID0100098525,individual_2
SYNID0100099223,individual_2
SYNID0100099312,individual_2
SYNID0100099617,individual_6
SYNID0100099677,individual_5
SYNID0100100208,individual_3
SYNID0100100684,individual_3
SYNID0100100859,individual_2
SYNID0100101009,individual_3
SYNID0100101090,individual_5
SYNID0100101105,individual_2
SYNID0100101157,individual_1
SYNID0100101393,individual_3
SYNID0100101493,individual_3
SYNID0100101898,individual_2
SYNID0100102514,individual_3
SYNID0100102587,individual_5
SYNID0100102835,individual_5
SYNID0100102872,individual_2
SYNID0100103059,individual_5
SYNID0100103070,individual_5
SYNID0100103177,individual_2
SYNID0100103354,individual_5
SYNID0100103920,individual_2
SYNID0100104133,individual_2
SYNID0100104357,individual_3
SYNID0100104595,individual_3
SYNID0100104707,individual_5
SYNID0100104939,individual_4
SYNID0100105089,individual_3
SYNID0100105128,individual_5
SYNID0100105185,individual_3
SYNID0100105208,individual_5
SYNID0100105426,individual_3
SYNID0100105596,individual_3
SYNID0100105755,individual_3
SYNID0100105795,individual_1
SYNID0100105821,individual_3
SYNID0100105949,individual_5
SYNID0100106061,individual_5
SYNID0100106225,individual_4
SYNID0100106314,individual_3
SYNID0100106349,individual_4
SYNID0100106391,individual_5
SYNID0100106397,individual_3
SYNID0100106699,individual_5
SYNID0100106792,individual_2
SYNID0100106797,individual_5
SYNID0100107241,individual_3
SYNID0100107369,individual_5
SYNID0100107610,individual_3
SYNID0100107797,individual_3
SYNID0100108189,individual_3
SYNID0100108469,individual_4
SYNID0100108565,individual_2
SYNID0100108871,individual_3
SYNID0100109970,individual_5
SYNID0100110070,individual_6
SYNID0100110441,individual_2
SYNID0100110561,individual_3
SYNID0100111056,individual_2
SYNID0100111086,individual_2
SYNID0100111105,individual_2
SYNID0100111163,individual_3
SYNID0100111335,individual_1
SYNID0100111442,individual_5
SYNID0100111566,individual_3
SYNID0100111643,individual_2
SYNID0100111818,individual_3
SYNID0100112353,individual_5
SYNID0100112567,individual_4
SYNID0100112575,individual_3
SYNID0100112619,individual_3
SYNID0100112765,individual_2
SYNID0100113093,individual_4
SYNID0100113129,individual_2
SYNID0100113158,individual_3
SYNID0100113374,individual_3
SYNID0100114029,individual_2
SYNID0100114096,individual_3
SYNID0100114164,individual_2
SYNID0100114333,individual_5
SYNID0100114472,individual_3
SYNID0100114659,individual_4
SYNID0100114670,individual_5
SYNID0100114678,individual_3
SYNID0100114824,individual_2
SYNID0100115069,individual_2
SYNID0100115121,individual_2
SYNID0100115216,individual_3
SYNID0100115270,individual_5
SYNID0100115516,individual_3
SYNID0100116610,individual_5
SYNID0100116656,individual_3
SYNID0100116825,individual_4
SYNID0100117059,individual_5
SYNID0100117121,individual_3
SYNID0100117360,individual_1
SYNID0100117463,individual_5
SYNID0100117521,individual_4
SYNID0100117699,individual_5
SYNID0100117701,individual_2
SYNID0100117877,individual_5
SYNID0100117937,individual_2
SYNID0100117963,individual_3
SYNID0100118087,individual_5
SYNID0100118489,individual_2
SYNID0100118572,individual_2
SYNID0100118601,individual_5
SYNID0100118680,individual_5
SYNID0100118822,individual_3
SYNID0100118838,individual_3
SYNID0100119252,individual_2
SYNID0100119747,individual_3
SYNID0100120433,individual_5
SYNID0100121231,individual_2
SYNID0100121515,individual_2
SYNID0100121528,individual_4
SYNID0100121592,individual_6
SYNID0100121722,individual_5
SYNID0100121872,individual_2
SYNID0100122051,individual_2
SYNID0100122241,individual_3
SYNID0100122251,individual_3
SYNID0100122350,individual_3
SYNID0100122425,individual_5
SYNID0100123132,individual_2
SYNID0100123140,individual_2
SYNID0100123156,individual_3
SYNID0100123401,individual_2
SYNID0100123418,individual_4
SYNID0100123444,individual_2
SYNID0100123487,individual_4
SYNID0100123761,individual_5
SYNID0100123808,individual_5
SYNID0100123813,individual_2
SYNID0100123930,individual_3
SYNID0100123973,individual_2
SYNID0100124016,individual_3
SYNID0100124599,individual_1
SYNID0100125047,individual_2
SYNID0100125313,individual_5
SYNID0100125528,individual_2
SYNID0100125637,individual_5
SYNID0100125820,individual_3
SYNID0100126001,individual_3
SYNID0100126093,individual_5
SYNID0100126450,individual_3
SYNID0100126592,individual_3
SYNID0100126737,individual_3
SYNID0100126818,individual_5
SYNID0100126851,individual_2
SYNID0100126889,individual_3
SYNID0100127231,individual_5
SYNID0100127594,individual_2
SYNID0100127925,individual_3
SYNID0100128365,individual_4
SYNID0100128372,individual_5
SYNID0100128464,individual_2
SYNID0100128730,individual_5
SYNID0100129415,individual_3
SYNID0100129825,individual_2
SYNID0100130065,individual_2
SYNID0100130283,individual_5
SYNID0100130324,individual_2
SYNID0100130519,individual_3
SYNID0100130568,individual_6
SYNID0100131070,individual_5
SYNID0100131235,individual_2
SYNID0100131291,individual_6
SYNID0100131414,individual_3
SYNID0100131609,individual_1
SYNID0100131659,individual_3
SYNID0100131791,individual_3
SYNID0100131842,individual_3
SYNID0100132415,individual_5
SYNID0100132792,individual_2
SYNID0100132893,individual_3
SYNID0100133063,individual_1
SYNID0100133162,individual_2
SYNID0100133419,individual_3
SYNID0100133524,individual_3
SYNID0100133600,individual_2
SYNID0100133802,individual_3
SYNID0100134219,individual_5
SYNID0100134302,individual_3
SYNID0100134449,individual_2
SYNID0100134621,individual_2
SYNID0100134751,individual_3
SYNID0100135229,individual_5
SYNID0100135326,individual_3
SYNID0100135647,individual_1
SYNID0100135755,individual_2
SYNID0100135876,individual_2
SYNID0100136442,individual_5
SYNID0100136460,individual_5
SYNID0100136557,individual_3
SYNID0100136920,individual_2
SYNID0100138004,individual_2
SYNID0100138172,individual_5
SYNID0100138198,individual_5
SYNID0100138919,individual_1
SYNID0100138989,individual_2
SYNID0100139426,individual_2
SYNID0100139482,individual_5
SYNID0100140047,individual_5
SYNID0100140164,individual_6
SYNID0100140803,individual_5
SYNID0100141224,individual_3
SYNID0100141461,individual_2
SYNID0100141552,individual_2
SYNID0100141593,individual_2
SYNID0100141598,individual_2
SYNID0100141767,individual_2
SYNID0100141793,individual_5
SYNID0100141839,individual_3
SYNID0100141922,individual_2
SYNID0100142447,individual_2
SYNID0100142584,individual_3
SYNID0100142620,individual_6
SYNID0100142650,individual_2
SYNID0100142808,individual_5
SYNID0100142825,individual_3
SYNID0100143521,individual_5
SYNID0100143745,individual_2
SYNID0100143984,individual_2
SYNID0100144263,individual_3
SYNID0100144481,individual_2
SYNID0100144611,individual_3
SYNID0100144727,individual_3
SYNID0100144951,individual_3
SYNID0100144960,individual_3
SYNID0100145551,individual_2
SYNID0100145804,individual_3
SYNID0100146085,individual_5
SYNID0100146332,individual_5
SYNID0100146360,individual_2
SYNID0100146469,individual_2
SYNID0100146758,individual_2
SYNID0100146961,individual_2
SYNID0100147081,individual_5
SYNID0100147182,individual_5
SYNID0100147239,individual_3
SYNID0100147925,individual_5
SYNID0100147986,individual_3
SYNID0100148667,individual_2
SYNID0100148776,individual_5
SYNID0100148816,individual_2
SYNID0100148825,individual_6
SYNID0100148989,individual_5
SYNID0100149027,individual_3
SYNID0100149144,individual_5
SYNID0100149239,individual_4
SYNID0100149546,individual_3
SYNID0100149831,individual_3
SYNID0100150181,individual_2
SYNID0100150806,individual_5
SYNID0100150966,individual_5
SYNID0100151004,individual_2
SYNID0100151069,individual_2
SYNID0100151242,individual_2
SYNID0100151244,individual_2
SYNID0100151331,individual_3
SYNID0100151478,individual_3
SYNID0100151578,individual_1
SYNID0100151586,individual_2
SYNID0100151640,individual_4
SYNID0100151789,individual_5
SYNID0100152153,individual_5
SYNID0100152257,individual_3
SYNID0100152338,individual_4
SYNID0100152427,individual_3
SYNID0100152561,individual_4
SYNID0100152765,individual_5
SYNID0100153234,individual_5
SYNID0100153248,individual_4
SYNID0100154163,individual_5
SYNID0100154234,individual_5
SYNID0100154908,individual_2
SYNID0100155460,individual_2
SYNID0100155914,individual_3
SYNID0100156042,individual_2
SYNID0100156127,individual_5
SYNID0100156631,individual_4
SYNID0100156970,individual_3
SYNID0100157091,individual_5
SYNID0100157243,individual_2
SYNID0100157427,individual_5
SYNID0100157900,individual_5
SYNID0100157929,individual_2
SYNID0100158119,individual_5
SYNID0100158145,individual_5
SYNID0100158413,individual_2
SYNID0100158533,individual_2
SYNID0100158768,individual_3
SYNID0100158884,individual_2
SYNID0100158931,individual_5
SYNID0100159171,individual_2
SYNID0100159264,individual_2
SYNID0100159537,individual_2
SYNID0100159610,individual_3
SYNID0100159776,individual_3
SYNID0100159988,individual_6
SYNID0100160085,individual_5
SYNID0100160162,individual_5
SYNID0100160295,individual_5
SYNID0100160366,individual_3
SYNID0100160453,individual_4
SYNID0100160579,individual_5
SYNID0100160754,individual_3
SYNID0100160809,individual_5
SYNID0100160928,individual_2
SYNID0100160965,individual_5
SYNID0100161305,individual_2
SYNID0100161362,individual_5
SYNID0100161400,individual_5
SYNID0100161591,individual_3
SYNID0100161708,individual_3
SYNID0100161858,individual_5
SYNID0100162039,individual_2
SYNID0100162050,individual_3
SYNID0100162061,individual_1
SYNID0100162197,individual_5
SYNID0100162247,individual_5
SYNID0100162346,individual_2
SYNID0100162463,individual_4
SYNID0100162516,individual_5
SYNID0100162599,individual_2
SYNID0100163113,individual_2
SYNID0100163123,individual_5
SYNID0100163555,individual_2
SYNID0100163832,individual_5
SYNID0100164016,individual_5
SYNID0100164154,individual_3
SYNID0100164346,individual_4
SYNID0100164444,individual_5
SYNID0100164501,individual_3
SYNID0100164550,individual_5
SYNID0100164595,individual_5
SYNID0100164752,individual_5
SYNID0100164861,individual_2
SYNID0100165056,individual_5
SYNID0100165367,individual_5
SYNID0100165492,individual_4
SYNID0100165631,individual_5
SYNID0100165927,individual_3
SYNID0100165942,individual_2
SYNID0100165954,individual_5
SYNID0100166046,individual_2
SYNID0100166204,individual_4
SYNID0100166634,individual_2
SYNID0100166682,individual_3
SYNID0100166751,individual_4
SYNID0100167040,individual_3
SYNID0100167043,individual_3
SYNID0100167199,individual_3
SYNID0100167542,individual_5
SYNID0100168051,individual_3
SYNID0100168394,individual_1
SYNID0100168472,individual_2
SYNID0100168702,individual_3
SYNID0100168765,individual_3
SYNID0100169046,individual_5
SYNID0100169208,individual_3
SYNID0100169580,individual_3
SYNID0100169804,individual_3
SYNID0100169902,individual_5
SYNID0100170207,individual_3
SYNID0100170235,individual_5
SYNID0100170263,individual_5
SYNID0100170332,individual_5
SYNID0100171339,individual_3
SYNID0100172152,individual_2
SYNID0100172210,individual_2
SYNID0100172224,individual_5
SYNID0100172694,individual_3
SYNID0100172855,individual_3
SYNID0100172965,individual_2
SYNID0100173290,individual_5
SYNID0100173326,individual_2
SYNID0100173446,individual_4
SYNID0100173453,individual_1
SYNID0100173624,individual_1
SYNID0100173693,individual_2
SYNID0100173756,individual_2
SYNID0100173858,individual_3
SYNID0100173930,individual_3
SYNID0100174288,individual_3
SYNID0100174422,individual_3
SYNID0100174465,individual_2
SYNID0100174731,individual_3
SYNID0100174805,individual_3
SYNID0100174837,individual_2
SYNID0100175003,individual_2
SYNID0100175307,individual_5
SYNID0100175342,individual_2
SYNID0100175429,individual_2
SYNID0100175562,individual_1
SYNID0100175628,individual_5
SYNID0100176003,individual_2
SYNID0100176108,individual_2
SYNID0100176274,individual_5
SYNID0100176609,individual_3
SYNID0100176828,individual_5
SYNID0100176904,individual_3
SYNID0100177058,individual_5
SYNID0100177722,individual_2
SYNID0100177929,individual_5
SYNID0100177972,individual_3
SYNID0100177995,individual_2
SYNID0100178031,individual_2
SYNID0100178218,individual_3
SYNID0100178409,individual_2
SYNID0100178470,individual_4
SYNID0100178637,individual_5
SYNID0100178933,individual_3
SYNID0100179071,individual_4
SYNID0100179179,individual_1
SYNID0100179299,individual_3
SYNID0100179759,individual_2
SYNID0100180192,individual_3
SYNID0100180248,individual_5
SYNID0100180264,individual_2
SYNID0100180411,individual_5
SYNID0100180417,individual_4
SYNID0100180650,individual_2
SYNID0100180968,individual_3
SYNID0100181225,individual_2
SYNID0100181365,individual_1
SYNID0100181634,individual_3
SYNID0100181664,individual_2
SYNID0100181732,individual_3
SYNID0100181990,individual_3
SYNID0100182141,individual_2
SYNID0100182726,individual_4
SYNID0100182739,individual_3
SYNID0100182743,individual_3
SYNID0100182787,individual_6
SYNID0100183401,individual_4
SYNID0100183424,individual_3
SYNID0100183680,individual_4
SYNID0100183928,individual_3
SYNID0100184160,individual_5
SYNID0100184464,individual_5
SYNID0100184533,individual_3
SYNID0100184617,individual_6
SYNID0100184830,individual_6
SYNID0100184889,individual_2
SYNID0100184914,individual_3
SYNID0100185170,individual_5
SYNID0100185245,individual_5
SYNID0100185392,individual_5
SYNID0100185397,individual_2
SYNID0100185402,individual_2
SYNID0100185464,individual_5
SYNID0100185564,individual_3
SYNID0100185645,individual_5
SYNID0100186033,individual_3
SYNID0100186302,individual_2
SYNID0100186644,individual_3
SYNID0100186647,individual_4
SYNID0100186774,individual_3
SYNID0100187627,individual_6
SYNID0100187818,individual_3
SYNID0100187927,individual_3
SYNID0100188292,individual_2
SYNID0100188433,individual_3
SYNID0100188584,individual_2
SYNID0100188710,individual_5
SYNID0100189102,individual_2
SYNID0100189163,individual_2
SYNID0100189232,individual_5
SYNID0100189354,individual_2
SYNID0100189438,individual_4
SYNID0100189496,individual_2
SYNID0100189793,individual_5
SYNID0100189948,individual_2
SYNID0100190040,individual_1
SYNID0100190186,individual_5
SYNID0100190359,individual_5
SYNID0100190594,individual_3
SYNID0100190607,individual_3
SYNID0100190705,individual_3
SYNID0100190857,individual_4
SYNID0100191176,individual_5
SYNID0100191268,individual_4
SYNID0100191484,individual_3
SYNID0100191540,individual_2
SYNID0100191565,individual_2
SYNID0100191707,individual_5
SYNID0100191819,individual_5
SYNID0100191836,individual_3
SYNID0100191914,individual_2
SYNID0100192023,individual_2
SYNID0100192174,individual_4
SYNID0100192522,individual_5
SYNID0100192675,individual_3
SYNID0100193161,individual_2
SYNID0100193214,individual_2
SYNID0100193348,individual_3
SYNID0100193813,individual_5
SYNID0100193878,individual_3
SYNID0100194172,individual_3
SYNID0100194229,individual_2
SYNID0100194347,individual_5
SYNID0100194520,individual_3
SYNID0100194582,individual_3
SYNID0100194678,individual_3
SYNID0100194945,individual_3
SYNID0100195150,individual_6
SYNID0100195422,individual_2
SYNID0100195459,individual_1
SYNID0100195561,individual_3
SYNID0100195630,individual_3
SYNID0100195652,individual_3
SYNID0100195677,individual_5
SYNID0100195698,individual_3
SYNID0100195898,individual_3
SYNID0100195971,individual_3
SYNID0100196199,individual_2
SYNID0100196866,individual_1
SYNID0100196909,individual_5
SYNID0100197092,individual_5
SYNID0100197186,individual_2
